NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,FRENCH_LNG,FRENCH_CREOLE_LNG,ITALIAN_LNG,PORTUGESE_LNG,GERMAN_LNG,YIDDISH_LNG,OTHER_W_GERMAN_LNG,SCANDINAVIAN_LNG,GREEK_LNG,RUSSIAN_LNG,POLISH_LNG,SERBO_CROATIAN_LNG,OTHER_SLAVIC_LNG,ARMENIAN_LNG,PERSIAN_LNG,GUJARATI_LNG,HINDI_LNG,URDU_LNG,OTHER_INDIC_LNG,OTHER_INDO_EUR_LNG,CHINESE_LNG,JAPANESE_LNG,KOREAN_LNG,MON_KHMR_CMBDN_LNG,HMONG_LNG,THAI_LNG,LAOTIAN_LNG,VIETNAMESE_LNG,OTHER_ASIAN_LNG,TAGALOG_LNG,OTHER_PACIS_LNG,NAVAJO_LNG,OTHER_NATAM_LNG,HUNGARIAN_LNG,ARABIC_LNG,HEBREW_LNG,AFRICAN_ALL_LNG,ALL_OTHER_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INC,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2010_OR_LATER,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE_BORN,FOREIGN_BORN_FB,EUROPE_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,NORTHERN_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
Gateway - Green Valley Ranch,33432.0,13705.0,7477.0,9128.0,118.0,1700.0,0.0,168.0,1136.0,41.41,22.42,27.22,0.32,4.88,0.0,0.49,3.26,16160.0,17272.0,2708.0,3061.0,3441.0,1536.0,5769.0,5728.0,4145.0,6252.0,5754.0,3251.0,1530.0,651.0,352.0,10746.0,1633.0,31.91,4.91,31.48,30.43,32.05,31999.0,11511.0,564.0,771.0,2902.0,2296.0,2065.0,599.0,20488.0,16523.0,181.0,5780.0,5169.0,1698.0,1263.0,20193.0,3867.0,4535.0,7027.0,4764.0,30724.0,17366.0,9896.0,93.0,164.0,93.0,52.0,133.0,0.0,0.0,0.0,0.0,21.0,89.0,38,87.0,0.0,156.0,0.0,0.0,8.0,84.0,53.0,151.0,0.0,52.0,148.0,5.0,0.0,40.0,957.0,0.0,127.0,18.0,0.0,44.0,0.0,27.0,0.0,822.0,0.0,10483.0,10264.0,219.0,7000.0,3264.0,10264.0,7727.0,5349.0,2378.0,460.0,1918.0,2537.0,1829.0,708.0,344.0,98.0,640.0,269.0,408.0,484.0,290.0,558.0,532.0,1266.0,1139.0,2399.0,1016.0,528.0,640.0,120.0,69053.25,69316.0,24486.29,76445.09,75645.38,35934.75,39622.0,33045.0,26371.25,38128.5,37824.5,45973.75,58490.75,2000.67,243.0,6572.0,2328.0,979.0,72.0,131.0,17.0,37.0,104.0,1181.0,1418.5,190850.0,24964.0,8468.0,462.0,105.0,119.0,74.0,164.0,1509.0,206.0,269.0,1034.0,0.0,606.0,316.0,16.0,18.0,0.0,90.0,20.0,5871.0,5871.0,404.0,5125.0,342.0,0.0,6.98,5.51
DIA,1241.0,254.0,463.0,397.0,0.0,15.0,7.0,0.0,105.0,20.47,37.31,31.99,0.0,1.21,0.56,0.0,8.46,563.0,678.0,164.0,77.0,101.0,35.0,241.0,164.0,195.0,335.0,109.0,90.0,79.0,28.0,0.0,377.0,73.0,30.38,5.88,30.6,25.8,32.1,1153.0,436.0,28.0,13.0,85.0,56.0,160.0,35.0,717.0,585.0,7.0,196.0,196.0,120.0,6.0,749.0,69.0,193.0,313.0,174.0,1077.0,927.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,603.0,503.0,100.0,315.0,188.0,503.0,296.0,162.0,134.0,17.0,117.0,207.0,175.0,32.0,22.0,61.0,0.0,40.0,4.0,26.0,30.0,40.0,58.0,39.0,90.0,35.0,23.0,3.0,0.0,26.0,47936.0,54500.0,23995.73,55675.15,63115.2,35978.0,37634.0,35393.0,175721.0,40341.0,31563.0,43750.0,44583.0,2005.0,30.0,498.0,20.0,7.0,7.0,0.0,41.0,0.0,0.0,962.0,1107.0,122000.0,1172.0,69.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,42.0,42.0,0.0,36.0,6.0,0.0,16.2,15.54
University Hills,5828.0,366.0,4575.0,548.0,29.0,124.0,0.0,26.0,160.0,8.46,74.36,10.05,0.33,3.42,0.0,0.29,3.09,2774.0,3054.0,434.0,194.0,194.0,232.0,628.0,541.0,817.0,979.0,757.0,732.0,624.0,313.0,437.0,1054.0,936.0,15.99,21.67,43.55,39.7,48.0,5447.0,998.0,86.0,46.0,169.0,265.0,201.0,120.0,4449.0,2783.0,98.0,1013.0,714.0,173.0,96.0,4374.0,260.0,698.0,1212.0,2204.0,5394.0,5081.0,162.0,18.0,0.0,0.0,0.0,32.0,2.0,5.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,43.0,0.0,18.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.0,2539.0,132.0,1647.0,892.0,2539.0,1434.0,1099.0,335.0,119.0,216.0,1105.0,787.0,318.0,53.0,81.0,145.0,169.0,91.0,92.0,120.0,133.0,69.0,210.0,276.0,340.0,250.0,166.0,145.0,195.0,55787.5,72609.5,37643.22,81333.28,100959.34,41562.5,43259.0,37415.5,27775.5,39430.5,31765.5,51819.0,57269.0,1959.0,65.0,96.0,54.0,62.0,111.0,305.0,1839.0,102.0,37.0,1010.5,1116.5,241100.0,5561.0,267.0,38.0,15.0,20.0,3.0,0.0,128.0,31.0,31.0,46.0,20.0,15.0,0.0,0.0,0.0,10.0,5.0,0.0,86.0,61.0,0.0,54.0,7.0,25.0,10.35,6.02
Harvey Park,12399.0,7342.0,3860.0,55.0,206.0,683.0,0.0,34.0,219.0,59.33,31.16,0.47,1.61,5.37,0.0,0.27,1.79,5948.0,6451.0,1081.0,1437.0,763.0,431.0,2518.0,1500.0,2119.0,1649.0,1567.0,1314.0,774.0,486.0,472.0,3712.0,1254.0,30.1,10.08,29.7,29.85,30.9,11762.0,3622.0,245.0,278.0,681.0,481.0,773.0,46.0,8140.0,5393.0,23.0,2176.0,1828.0,323.0,255.0,7456.0,1719.0,2206.0,2313.0,1218.0,11318.0,6787.0,3925.0,0.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4292.0,4159.0,133.0,2496.0,1663.0,4159.0,2840.0,1679.0,1161.0,220.0,941.0,1319.0,995.0,324.0,310.0,222.0,62.0,245.0,181.0,333.0,138.0,451.0,131.0,381.0,581.0,669.0,172.0,96.0,62.0,21.0,46860.0,50290.0,19069.17,53694.76,55022.72,28780.5,32548.0,22390.5,23171.0,28723.5,34432.5,43848.5,40373.5,1958.0,6.0,112.0,77.0,211.0,296.0,749.0,2643.0,166.0,32.0,822.5,929.0,184300.0,10075.0,2324.0,64.0,20.0,18.0,1.0,25.0,322.0,21.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938.0,1897.0,12.0,1875.0,10.0,41.0,19.0,19.64
Mar Lee,13391.0,9427.0,3062.0,94.0,57.0,612.0,0.0,46.0,93.0,69.9,23.67,0.63,0.39,4.43,0.0,0.33,0.65,6593.0,6798.0,1161.0,1145.0,1065.0,671.0,2306.0,2219.0,2008.0,1840.0,1752.0,1386.0,1017.0,364.0,499.0,4042.0,1371.0,29.96,10.43,30.6,28.5,33.15,12777.0,3456.0,241.0,209.0,782.0,915.0,381.0,23.0,9321.0,5536.0,23.0,1887.0,1567.0,386.0,452.0,8169.0,2541.0,2972.0,1538.0,1118.0,12230.0,5337.0,6265.0,0.0,23.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,13.0,81.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4294.0,4097.0,197.0,2378.0,1719.0,4097.0,2981.0,1842.0,1139.0,321.0,818.0,1116.0,937.0,179.0,221.0,225.0,78.0,242.0,334.0,218.0,340.0,332.0,290.0,276.0,449.0,546.0,195.0,102.0,78.0,10.0,43032.5,44382.0,17259.22,52569.45,54485.88,26918.0,29474.0,22044.5,24964.5,31004.0,33332.0,35320.0,38811.0,1957.0,0.0,36.0,178.0,239.0,164.0,607.0,2822.0,210.0,38.0,851.0,1004.5,151350.0,9475.0,3916.0,44.0,0.0,0.0,0.0,44.0,461.0,19.0,28.0,406.0,8.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,3392.0,3392.0,0.0,3391.0,1.0,0.0,18.45,15.74
Westwood,16884.0,13647.0,1926.0,253.0,56.0,869.0,0.0,0.0,133.0,80.28,11.51,1.74,0.39,5.26,0.0,0.0,0.83,8704.0,8180.0,1902.0,2107.0,1823.0,777.0,4009.0,3040.0,2860.0,2535.0,1747.0,1181.0,787.0,505.0,220.0,6609.0,1038.0,38.87,6.24,25.65,24.43,26.03,15905.0,5351.0,403.0,392.0,1294.0,1195.0,369.0,28.0,10554.0,5958.0,47.0,1831.0,1898.0,669.0,492.0,8628.0,3986.0,2729.0,1518.0,395.0,14982.0,4877.0,9393.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,12.0,70.0,0.0,3.0,0.0,406.0,140.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,4831.0,4568.0,263.0,1732.0,2836.0,4568.0,3455.0,2032.0,1423.0,418.0,1005.0,1113.0,884.0,229.0,547.0,479.0,25.0,327.0,267.0,315.0,301.0,345.0,297.0,302.0,301.0,243.0,118.0,35.0,25.0,32.0,29431.0,32550.0,11301.51,39020.11,42294.88,20065.0,21664.5,18654.75,19991.25,21402.0,29642.75,31479.0,43250.0,1955.0,3.0,257.0,302.0,197.0,281.0,484.0,1935.0,938.0,434.0,707.25,819.25,119300.0,11268.0,5616.0,30.0,0.0,0.0,0.0,30.0,721.0,47.0,0.0,654.0,20.0,22.0,0.0,0.0,15.0,7.0,0.0,0.0,4843.0,4843.0,0.0,4843.0,0.0,0.0,36.65,33.81
East Colfax,11256.0,3082.0,4159.0,2632.0,58.0,1036.0,22.0,27.0,240.0,28.22,38.19,22.61,0.53,7.74,0.26,0.31,2.14,5611.0,5645.0,1085.0,543.0,846.0,581.0,1628.0,1605.0,2280.0,2019.0,1242.0,1342.0,702.0,285.0,153.0,3055.0,791.0,26.15,7.49,31.3,31.0,31.15,10560.0,2971.0,90.0,68.0,589.0,701.0,619.0,359.0,7589.0,5182.0,21.0,2043.0,1494.0,515.0,330.0,6962.0,1206.0,1747.0,2046.0,1963.0,10171.0,6638.0,1874.0,95.0,0.0,0.0,14.0,25.0,0.0,0.0,10.0,0.0,8.0,0.0,22,0.0,0.0,0.0,60.0,0.0,0.0,296.0,0.0,17.0,18.0,29.0,4.0,0.0,0.0,0.0,6.0,314.0,22.0,15.0,0.0,0.0,0.0,15.0,25.0,664.0,0.0,4554.0,4073.0,481.0,1467.0,2606.0,4073.0,2066.0,1259.0,807.0,217.0,590.0,2007.0,1354.0,653.0,531.0,239.0,112.0,338.0,207.0,170.0,166.0,288.0,223.0,432.0,289.0,432.0,252.0,82.0,112.0,39.0,42384.0,41293.5,20539.69,52254.33,52980.43,25140.0,27484.0,20852.0,15669.5,20540.5,37101.5,48493.0,41821.5,1961.0,0.0,273.0,485.0,401.0,513.0,541.0,889.0,1037.0,415.0,824.0,921.0,162800.0,8568.0,2688.0,91.0,39.0,34.0,0.0,18.0,897.0,120.0,295.0,411.0,71.0,679.0,567.0,24.0,0.0,0.0,55.0,0.0,1021.0,1015.0,0.0,982.0,33.0,6.0,37.1,35.12
Auraria,710.0,102.0,409.0,25.0,7.0,137.0,6.0,0.0,24.0,14.37,57.61,3.52,0.99,19.3,0.85,0.0,3.38,277.0,433.0,0.0,0.0,0.0,0.0,0.0,466.0,176.0,23.0,9.0,32.0,4.0,0.0,0.0,0.0,4.0,0.0,0.56,19.6,19.6,19.6,710.0,656.0,0.0,0.0,0.0,0.0,652.0,4.0,54.0,314.0,12.0,65.0,74.0,25.0,13.0,77.0,0.0,18.0,15.0,44.0,710.0,561.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,49.0,3.0,12.0,37.0,49.0,16.0,16.0,0.0,0.0,0.0,33.0,17.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,22.0,6.0,0.0,0.0,8.0,82813.0,,11206.2,98797.96,0.0,4489.0,5791.0,3510.0,,,53393.0,69167.0,,1968.0,0.0,4.0,0.0,0.0,19.0,16.0,6.0,0.0,7.0,1238.0,1238.0,450000.0,624.0,86.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0
Skyland,2983.0,444.0,1258.0,1145.0,33.0,0.0,0.0,20.0,83.0,14.88,42.17,38.38,1.11,0.0,0.0,0.67,2.78,1522.0,1461.0,85.0,139.0,33.0,75.0,224.0,119.0,632.0,625.0,397.0,283.0,399.0,163.0,141.0,332.0,453.0,11.13,15.19,36.8,32.6,40.5,2909.0,485.0,11.0,10.0,33.0,58.0,150.0,124.0,2424.0,1825.0,75.0,656.0,414.0,190.0,121.0,2358.0,195.0,442.0,539.0,1182.0,2898.0,2574.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1469.0,1355.0,114.0,924.0,431.0,1355.0,582.0,344.0,238.0,51.0,187.0,773.0,548.0,225.0,73.0,110.0,91.0,108.0,86.0,69.0,5.0,21.0,57.0,72.0,97.0,183.0,145.0,119.0,91.0,59.0,61375.0,81094.0,37442.81,77703.1,91971.13,36744.0,36611.0,36829.0,14012.0,20833.0,16394.0,56304.0,60833.0,1947.0,0.0,8.0,34.0,66.0,50.0,95.0,381.0,322.0,513.0,887.0,1065.0,268100.0,2812.0,171.0,20.0,9.0,0.0,0.0,11.0,24.0,0.0,24.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,78.0,25.0,53.0,0.0,17.0,12.0,7.22
Cole,4859.0,2810.0,1327.0,627.0,0.0,26.0,0.0,0.0,69.0,57.83,27.31,12.9,0.0,0.54,0.0,0.0,1.42,2283.0,2576.0,308.0,363.0,567.0,287.0,671.0,985.0,639.0,920.0,801.0,376.0,239.0,126.0,102.0,1525.0,317.0,31.39,6.52,31.7,32.8,29.9,4677.0,1510.0,100.0,47.0,402.0,446.0,177.0,33.0,3167.0,2000.0,20.0,876.0,251.0,136.0,169.0,3057.0,988.0,669.0,802.0,598.0,4551.0,2699.0,1739.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,69.0,0.0,1806.0,1676.0,130.0,861.0,815.0,1676.0,1098.0,584.0,514.0,239.0,275.0,578.0,440.0,138.0,203.0,83.0,48.0,91.0,242.0,65.0,135.0,24.0,62.0,154.0,199.0,188.0,32.0,9.0,48.0,21.0,38012.0,38879.0,17915.7,49051.85,53499.91,24801.0,28328.0,19141.0,20663.0,18036.0,30456.0,47557.0,53563.0,1939.0,0.0,112.0,109.0,118.0,95.0,118.0,156.0,27.0,1071.0,713.0,829.0,191400.0,3724.0,1135.0,28.0,13.0,0.0,7.0,8.0,29.0,0.0,0.0,0.0,29.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,1009.0,1009.0,0.0,1000.0,9.0,0.0,28.6,25.87
Marston,10946.0,2056.0,7640.0,0.0,57.0,755.0,0.0,0.0,438.0,18.66,70.2,0.0,0.51,6.75,0.0,0.0,3.88,5436.0,5510.0,501.0,527.0,632.0,388.0,1028.0,1209.0,1786.0,1755.0,1386.0,1923.0,1122.0,581.0,156.0,2048.0,1282.0,18.47,12.41,37.95,37.55,38.3,10675.0,2267.0,119.0,218.0,409.0,483.0,540.0,178.0,8408.0,5967.0,141.0,2518.0,1570.0,714.0,328.0,8230.0,230.0,1638.0,3121.0,3241.0,10445.0,9275.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,77.0,0.0,40.0,0.0,16.0,0.0,0.0,299.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5515.0,5219.0,296.0,3213.0,2006.0,5219.0,2693.0,2143.0,550.0,201.0,349.0,2526.0,1978.0,548.0,186.0,146.0,291.0,282.0,227.0,316.0,270.0,149.0,244.0,715.0,581.0,790.0,424.0,272.0,291.0,167.0,58935.5,88088.5,35966.64,74553.52,95708.21,36192.5,43444.0,28451.5,19819.5,36533.5,39500.5,40211.5,64023.5,1989.0,16.0,898.0,1645.0,1991.0,928.0,26.0,0.0,0.0,11.0,901.0,1035.0,254800.0,10086.0,860.0,78.0,0.0,14.0,0.0,64.0,554.0,84.0,159.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,181.0,166.0,24.0,25.0,117.0,15.0,6.6,4.05
Washington Virginia Vale,13346.0,1394.0,8052.0,2532.0,57.0,717.0,0.0,40.0,554.0,10.6,62.72,16.4,0.34,4.26,0.0,0.39,5.3,6627.0,6719.0,923.0,582.0,435.0,177.0,1505.0,842.0,2587.0,2462.0,1309.0,1907.0,1108.0,937.0,689.0,2117.0,2215.0,15.56,16.46,38.23,36.93,40.13,12758.0,2536.0,210.0,165.0,391.0,248.0,885.0,288.0,10222.0,6607.0,261.0,2757.0,1334.0,357.0,476.0,10325.0,992.0,1785.0,2536.0,5012.0,12423.0,9211.0,580.0,67.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,23.0,760.0,27.0,1,30.0,0.0,32.0,24.0,37.0,0.0,261.0,150.0,21.0,36.0,0.0,0.0,2.0,14.0,0.0,25.0,112.0,0.0,24.0,0.0,24.0,0.0,365.0,65.0,519.0,0.0,7112.0,6608.0,504.0,2461.0,4147.0,6608.0,2949.0,2078.0,871.0,292.0,579.0,3659.0,3011.0,648.0,728.0,453.0,122.0,372.0,517.0,426.0,402.0,389.0,293.0,508.0,490.0,656.0,383.0,301.0,122.0,261.0,45045.67,55473.0,31450.48,61439.6,78684.76,33584.67,32089.0,36536.0,18247.33,26432.67,31975.67,45411.0,56172.33,1969.33,37.0,228.0,470.0,858.0,2670.0,1422.0,1182.0,187.0,58.0,810.33,916.67,266166.67,10371.0,2975.0,948.0,0.0,40.0,23.0,885.0,763.0,98.0,515.0,74.0,76.0,845.0,478.0,0.0,281.0,0.0,75.0,10.0,409.0,409.0,0.0,247.0,162.0,0.0,18.57,11.7
Barnum,6310.0,5067.0,1092.0,97.0,20.0,21.0,0.0,0.0,13.0,80.3,17.31,1.54,0.32,0.33,0.0,0.0,0.21,2970.0,3340.0,410.0,486.0,800.0,298.0,896.0,1296.0,1000.0,1032.0,848.0,622.0,278.0,210.0,128.0,1994.0,465.0,31.6,7.37,29.7,30.7,29.3,6029.0,1980.0,77.0,162.0,688.0,345.0,302.0,39.0,4049.0,2475.0,52.0,1182.0,540.0,215.0,130.0,3606.0,1712.0,931.0,692.0,271.0,5900.0,2153.0,3726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,1909.0,72.0,1125.0,784.0,1909.0,1372.0,833.0,539.0,159.0,380.0,537.0,410.0,127.0,257.0,139.0,4.0,97.0,103.0,151.0,78.0,116.0,145.0,214.0,124.0,249.0,37.0,14.0,4.0,28.0,39173.0,34714.0,13961.16,43825.67,42284.26,23333.0,25714.0,21688.0,16229.0,23309.0,40739.0,31071.0,44881.0,1951.0,0.0,96.0,18.0,33.0,53.0,184.0,650.0,306.0,641.0,791.0,922.0,142400.0,4357.0,1953.0,31.0,10.0,0.0,0.0,21.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1893.0,1893.0,0.0,1893.0,0.0,0.0,32.2,30.98
Barnum West,5409.0,3717.0,1289.0,108.0,103.0,144.0,0.0,14.0,34.0,68.72,23.83,2.0,1.9,2.66,0.0,0.26,0.63,2789.0,2620.0,395.0,327.0,400.0,317.0,722.0,786.0,896.0,690.0,692.0,716.0,467.0,229.0,211.0,1439.0,597.0,26.6,11.04,34.1,31.4,37.3,5156.0,1284.0,9.0,74.0,362.0,329.0,177.0,24.0,3872.0,2222.0,21.0,932.0,502.0,159.0,108.0,3312.0,1292.0,886.0,776.0,358.0,5014.0,2566.0,2211.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,46.0,26.0,0.0,12.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,50.0,0.0,1813.0,1674.0,139.0,1141.0,533.0,1674.0,1165.0,703.0,462.0,159.0,303.0,509.0,361.0,148.0,93.0,133.0,41.0,107.0,68.0,140.0,73.0,66.0,90.0,127.0,242.0,210.0,68.0,92.0,41.0,9.0,48400.0,49217.0,18702.48,56700.12,59300.0,26844.0,30933.0,16005.0,25189.0,30714.0,33587.0,51607.0,42361.0,1955.0,0.0,39.0,52.0,44.0,94.0,152.0,1017.0,192.0,223.0,890.0,1127.0,145200.0,4118.0,1291.0,37.0,0.0,9.0,10.0,18.0,116.0,42.0,0.0,64.0,10.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,1082.0,1082.0,0.0,1082.0,0.0,0.0,25.8,18.8
